Protein.Acc,uniprot,Protein.Descriptions,up/low,P value.(up/low),length,Mass,pI,charge,alphaHelixIndex,BetaSheet,hdrophobicity,instabilityIndex
AT5G27660.1,Q3E6S8,Trypsin family protein with PDZ domain,0.79306813,0.014569485,428,46031.96494,9.695653769376374,7.970121637483462,0.7968985910951024,0.7960970423620087,-0.03714953271028038,36.28060747663551
AT5G27710.1,Q6NM16,unknown protein; Has 49 Blast hits to 49 proteins in 17 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 48; Viruses - 0; Other Eukaryotes - 1 (source: NCBI BLink).,0.88361568,0.19224008,335,37518.86944,6.98829027296578,-4.032330667597667,0.697226746744766,0.6327725702575981,-0.18000000000000002,41.77194029850747
AT5G27740.1,Q8VXX4,ATPase family associated with various cellular activities (AAA),1.177824643,0.002893084,354,40600.43744,9.729567739781574,12.634153666556568,0.8571898160868371,0.896341344209285,-0.2903954802259887,38.10762711864407
AT5G27760.1,Q8LG60,Hypoxia-responsive family protein,0.504589793,5.12183e-6,96,10655.39064,10.108207030145786,4.724307787473267,0.6422482464528347,0.759745259477069,-0.18645833333333336,28.915625000000006
AT5G27770.1,Q9FE58,Ribosomal L22e protein family,1.141326975,0.005591226,124,14047.12834,10.158357458334633,7.651721176534153,0.7677963722689576,0.6375855069293367,-0.6758064516129032,30.25322580645161
AT5G27850.1,Q940B0,Ribosomal protein L18e/L15 superfamily protein,0.89858398,0.299969032,187,20966.76304,11.610731875852757,26.69884120118129,0.7434581645490873,0.822171686458476,-0.4176470588235295,37.04545454545455
AT5G27990.1,Q8L9R4,"Pre-rRNA-processing protein TSR2, conserved region",1.24598352,0.136283216,184,20363.26354,3.8897170906589063,-23.631279641326454,0.688070597505646,0.6382647871877739,-0.6739130434782609,34.627717391304344
AT5G28060.1,Q8LC83,Ribosomal protein S24e family protein,1.415654219,0.001878081,133,15419.16254,11.239227593737876,23.66063236411264,0.5908336824543106,0.7681943547089127,-0.8744360902255639,10.988721804511279
AT5G28540.1,Q9LKR3,heat shock protein 70 (Hsp 70) family protein,0.544881552,2.69612e-5,669,73629.29894,4.810564669330044,-23.564151099281055,0.8203889672019955,0.7698826334015465,-0.4629297458893871,31.557847533632287
AT5G28740.1,Q9LKU3,Tetratricopeptide repeat (TPR)-like superfamily protein,1.896371084,1.6631e-5,917,107051.14474,6.199369751111006,-16.168809630289907,0.7732518613625158,0.7184242090936374,-0.5327153762268266,47.21603053435115
AT5G32450.1,Q8L9M9,RNA binding (RRM/RBD/RNP motifs) family protein,1.610900182,9.42904e-4,267,28972.79364,9.955525107142535,4.982402727934652,0.6972901237595471,0.6542353028231672,-0.27191011235955054,30.148314606741575
AT5G33300.1,Q5XET8,chromosome-associated kinesin-related,1.417445546,0.007419601,439,49102.28604,9.690692332158521,16.51759675431001,0.7563371939944582,0.950569813789754,-0.8779043280182232,54.466970387243734
AT5G33320.1,Q8RXN3,Glucose-6-phosphate/phosphate translocator-related,1.359003621,0.170937597,408,44224.06374,10.78449048365907,21.435294851582306,0.7112226040047426,0.7309306579934055,0.43480392156862746,41.08259803921569
AT5G35080.1,Q8GWH3,"INVOLVED IN: biological_process unknown; LOCATED IN: endomembrane system; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Mannose-6-phosphate receptor, binding (InterPro:IPR009011), Glucosidase II beta subunit-like (InterPro:IPR012913); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink).",0.751540074,5.14896e-5,282,32170.39944,5.360742824913411,-14.840819694906996,0.6032360899268221,0.7700908928636345,-0.41134751773049644,46.31489361702128
AT5G35100.1,Q8VXW1,Cyclophilin-like peptidyl-prolyl cis-trans isomerase family protein,1.006976427,0.892020032,281,30504.62314,7.339701094041431,-1.487899445403161,0.6896891152601407,0.6969970718991881,-0.18932384341637015,46.90711743772243
AT5G35220.1,Q949Y5,Peptidase M50 family protein,0.748972383,0.141907647,548,59500.71824,5.133208565268741,-12.770520911963384,0.7081602054377379,0.7133627340339486,0.17609489051094887,32.64306569343066
AT5G35430.1,Q93ZI7,Tetratricopeptide repeat (TPR)-like superfamily protein,1.071699649,0.143620975,786,86737.94054,6.701655010474037,-12.865268771345175,0.7345684456890799,0.8925856282077151,-0.15445292620865142,41.8531806615776
AT5G35530.1,Q9FJA6,Ribosomal protein S3 family protein,1.18440614,0.001350105,248,27458.11454,10.044627241145035,10.05733350939928,0.7618156250118976,0.7804330554612068,-0.12056451612903225,36.869354838709675
AT5G35590.1,O81146,proteasome alpha subunit A1,1.311106506,1.15002e-4,246,27294.01904,5.664358232796712,-6.578818598528545,0.5807625115312978,0.8009178133178749,-0.2467479674796748,45.239837398373986
AT5G35620.1,O04663,Eukaryotic initiation factor 4E protein,1.424387776,3.13924e-4,198,22514.36204,5.402047139961251,-5.573505767966012,0.6715507281314991,0.5948700941741154,-0.6146464646464647,40.364141414141415
AT5G35735.1,Q9FKH6,Auxin-responsive family protein,3.449893092,5.35933e-6,404,43867.78464,9.859588959502846,9.200693599523818,0.626785149047461,0.7791402430441284,0.021534653465346516,26.263366336633663
AT5G36230.1,Q93ZC2,ARM repeat superfamily protein,1.493006257,5.60138e-4,411,47215.21204,5.30697127130023,-8.915699158454228,0.8164767911697003,0.6661321850721525,-0.318978102189781,45.52944038929441
AT5G36300.1,Q9FFZ2,Tetratricopeptide repeat (TPR)-like superfamily protein,0.767550767,0.002500043,284,32523.76364,9.134578727758752,4.787812332114564,0.7012201912492642,0.6302547638787119,-0.09330985915492959,33.29401408450705
AT5G36950.1,Q9FIV6,DegP protease 10,0.725954537,0.002869309,586,64725.96624,8.124930795698631,0.21132002210641243,0.7476204804848142,0.7441121512158375,-0.14709897610921502,48.4561433447099
AT5G37310.1,Q9FHT4,Endomembrane protein 70 protein family,0.771426885,0.006829459,593,68079.41894,7.466100559584014,-3.612217208428149,0.8730763802646316,0.7207396297098921,0.29797639123102865,39.06239460370995
AT5G37590.1,F4K786,Tetratricopeptide repeat (TPR)-like superfamily protein,0.957775656,0.610683334,551,61790.52854,7.665591390029033,-1.9818852686238682,0.7544625950565759,0.7618729271209841,-0.4346642468239565,43.96098003629764
AT5G37600.1,Q56WN1,glutamine synthase clone R1,1.261616561,0.117520622,356,39115.06934,5.120315302310319,-11.196958464626444,0.7502548440528186,0.6427363051850477,-0.38764044943820225,40.87106741573034
AT5G37770.1,P25070,EF hand calcium-binding protein family,3.3990075,3.28128e-5,161,17545.85484,4.5500613731354385,-8.205080391848776,0.8215058395689994,0.6553708373065606,-0.408695652173913,28.64409937888199
AT5G38480.1,P42644,general regulatory factor 3,1.147233386,0.131363295,255,28606.22204,4.441074170061423,-18.622637692721238,0.6889967306141087,0.7253770127682978,-0.3992156862745098,41.96313725490196
AT5G38560.1,Q9FFW5,Protein kinase superfamily protein,1.979544095,2.55982e-4,681,72389.69864,7.448440784861613,-2.087918512031781,0.7032895759993507,0.8704813225240574,-0.4302496328928047,75.4107195301028
AT5G38630.1,Q9SWS1,cytochrome B561-1,0.922797744,0.325763417,230,25289.20924,9.957849767553629,5.7494644885040245,0.6366982250537483,0.535873158484267,0.8430434782608696,32.565217391304344
AT5G38660.1,Q2HIR7,acclimation of photosynthesis to  environment,1.104363308,0.276742437,286,31437.11554,8.566331878993424,1.7659846144347293,0.73556565291849485,0.7711724458277293,-0.006293706293706317,44.19405594405595
AT5G38710.1,Q6NKX1,Methylenetetrahydrofolate reductase family protein,0.571791203,0.001422097,476,53074.07704,7.567340238893875,-2.034029212334349,0.8266202618764069,0.8009060159343355,-0.1846638655462185,47.59978991596639
AT5G38830.1,B3LFA4,"Cysteinyl-tRNA synthetase, class Ia family protein",1.100702168,0.110955317,511,57841.92124,6.276841579795177,-13.269077860449386,0.8221341952770564,0.6571126170691989,-0.4528375733855186,46.23698630136986
AT5G39040.1,Q0WML0,transporter associated with antigen processing protein 2,1.020474615,0.701551781,644,69103.50724,8.280174068153599,0.8404397204720753,0.9067546569716387,0.6846104198745454,0.17996894409937886,33.787267080745345
AT5G39410.1,Q8LGI2,Saccharopine dehydrogenase,0.565126931,4.65012e-5,454,49681.03194,8.44848705061569,1.8961384690929566,0.7130652445564114,0.791189202055394,-0.17819383259911895,43.018722466960355
AT5G39500.1,Q9FLY5,GNOM-like 1,0.574820043,0.002844619,1443,161953.73604,5.302842259933958,-54.106268363636076,0.9368609049626364,0.8300978963460608,-0.08392238392238395,46.27907137907138
AT5G39510.1,Q9SEL6,Vesicle transport v-SNARE family protein,1.102325946,0.066471361,221,24950.87034,10.102260713288992,7.395740503472146,0.7989343178659009,0.8051363981551577,-0.43619909502262444,39.16877828054299
AT5G39570.1,Q9FKA5,"FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: cytosol, nucleus; EXPRESSED IN: 25 plant structures; EXPRESSED DURING: 14 growth stages; BEST Arabidopsis thaliana protein match is: glycine-rich protein (TAIR:AT3G29075.1); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink).",1.456456877,0.004413828,381,43526.21454,4.416998910081445,-34.42613558508434,0.5984857055879501,0.56136630671345,-1.9286089238845143,73.31181102362206
AT5G39590.1,Q9FKA3,TLD-domain containing nucleolar protein,0.762281226,8.33262e-4,542,59908.48954,5.271377460794985,-19.463357319571877,0.7115757314987955,0.7033146147898179,-0.30000000000000004,45.83431734317344
AT5G39600.1,Q940G3,"CONTAINS InterPro DOMAIN/s: Ribosomal protein L53, mitochondrial (InterPro:IPR019716); Has 50 Blast hits to 50 proteins in 19 species: Archae - 0; Bacteria - 0; Metazoa - 6; Fungi - 0; Plants - 42; Viruses - 0; Other Eukaryotes - 2 (source: NCBI BLink).",0.867925167,0.065045545,127,14437.56944,5.334151085979908,-1.916955399585829,0.5898597383589604,0.9187579229102784,-0.5377952755905512,45.477165354330715
AT5G39740.2,P49227,ribosomal protein L5 B,0.826595959,0.006645344,301,34436.96534,9.618674900697018,7.693106013005735,0.7996909133193253,0.8389312438508282,-0.7827242524916943,40.9641196013289
AT5G39850.1,Q9FLF0,Ribosomal protein S4,1.485583159,0.001523327,197,23160.64864,10.939702417252269,16.696881763429268,0.8449239866278192,0.9624227801533665,-0.800507614213198,46.85634517766498
AT5G39950.1,Q38879,thioredoxin 2,0.736020015,0.001391028,133,14675.852640000001,5.810066025043958,-2.5902184195515643,0.6610599194270933,0.7619199268595906,-0.2,38.88120300751879
AT5G39990.1,Q9FLD7,"Core-2/I-branching beta-1,6-N-acetylglucosaminyltransferase family protein",0.954872791,0.531133316,447,51118.29494,9.620638609243562,8.791646794719608,0.6937373730467674,0.7264407916390297,-0.34608501118568236,42.42170022371365
AT5G40040.1,Q9LUK2,60S acidic ribosomal protein family,0.722757259,0.0111403,114,11759.254140000001,4.20559517354565,-9.034032544439185,0.5485416871458588,0.5695232600952318,-0.14649122807017542,46.262280701754385
AT5G40200.1,Q9FL12,DegP protease 9,0.987404703,0.822415392,592,65152.68584,6.799153578864126,-7.643022273177673,0.6026253914144589,0.8324683484587808,-0.3842905405405405,51.52212837837838
AT5G40480.1,F4KHD8,embryo defective 3012,0.759678864,0.001037006,1923,210665.72374,5.889130777548122,-49.359711331316944,0.7339287440275739,0.7855915760720205,-0.040093603744149775,38.670722828913156
AT5G40490.1,Q9FM47,RNA-binding (RRM/RBD/RNP motifs) family protein,1.481860933,2.47529e-4,423,42407.78384,6.433639805770241,-5.076832493500971,0.6503437524229307,0.8006453861704895,-0.7269503546099291,35.47801418439716
AT5G40650.1,Q8LB02,succinate dehydrogenase 2-2,0.469108678,6.38734e-5,280,31140.89824,8.736887536477226,5.842641870252995,0.6456022294299396,0.7339930555033208,-0.41750000000000004,54.60071428571428
AT5G40710.1,Q9FM27,zinc finger (C2H2 type) family protein,0.777070027,0.054594038,272,31892.74734,9.51251324307603,12.975802992641377,0.7768650958446662,0.8173415816379535,-0.48566176470588246,52.423897058823535
AT5G40760.1,Q9FJI5,glucose-6-phosphate dehydrogenase 6,1.051150776,0.20363313,515,59116.49734,6.373350921924117,-7.783989163173622,0.6942682861856327,0.8130552558753684,-0.42873786407766995,41.979805825242714
AT5G40770.1,O04331,prohibitin 3,0.615489068,0.002559593,277,30399.83444,7.889493750935326,0.03110449258349357,0.6468174495727202,0.7694971983333648,-0.012635379061371856,44.33104693140794
AT5G40930.1,P82805,translocase of outer membrane 20-4,0.643605668,3.03267e-6,187,20972.75104,5.317746983996116,-4.992514859712278,0.6060733067520554,0.49995787265854796,-0.35133689839572196,35.15668449197861
AT5G41210.1,Q9ZRT5,glutathione S-transferase THETA 1,0.671948272,5.16271e-6,245,27653.284340000002,10.121108438404782,8.463828429919806,0.55522195128460194,0.7042296485242523,-0.20204081632653065,39.10938775510204
AT5G41260.1,Q9FHD7,Protein kinase protein with tetratricopeptide repeat domain,1.967505084,4.33236e-6,487,54625.03274,6.282600284890828,-12.131007761565156,0.8096233617455334,0.7212459962521905,-0.40903490759753597,44.596714579055444
AT5G41350.1,Q94AB7,RING/U-box superfamily protein,0.977104333,0.775310552,212,23193.77804,3.988256964043162,-29.50264212761209,0.5169676654126191,0.586037257692081,-0.3457547169811321,63.707075471698126
AT5G41520.1,Q9FFS8,RNA binding Plectin/S10 domain-containing protein,1.027505932,0.566034517,180,19733.28034,10.208945373210502,7.956592883124451,0.6509061220800265,0.5714748034031002,-0.6972222222222222,45.50833333333333
AT5G41600.1,Q9FFS0,VIRB2-interacting protein 3,0.466008085,4.19405e-5,257,28948.81074,9.570810695596201,6.172969933717189,0.8612017747156178,0.6736651122785438,0.02412451361867702,44.20544747081712
AT5G41670.1,Q9FFR3,6-phosphogluconate dehydrogenase family protein,1.043756753,0.146414796,487,53317.60824,5.461640392543796,-6.8701449557479,0.7868772017650122,0.7309310885473447,-0.2780287474332649,23.693839835728955
AT5G41685.1,Q9ASY8,"Mitochondrial outer membrane translocase complex, subunit Tom7",0.938458049,0.473582708,75,8264.63664,10.543248396839134,5.991689674021487,0.45788266008976586,0.7192288014735327,-0.28933333333333333,10.510666666666665
AT5G41770.1,Q8GTX9,"crooked neck protein, putative / cell cycle protein, putative",2.328358026,1.02259e-4,705,84527.69074,5.8195487966230175,-10.258863061376896,0.7771245611673698,0.7808295716533453,-0.8231205673758865,55.76156028368794
AT5G41790.1,Q9FJ35,COP1-interactive protein 1,0.910794572,0.13672671,1586,181977.62174,4.574767605470065,-124.56889351070325,0.7381741370884858,0.9640734223315149,-0.9615384615384616,49.23228247162674
AT5G41940.1,Q67YN2,Ypt/Rab-GAP domain of gyp1p superfamily protein,0.848875773,0.006233649,549,62332.68774,5.25038963033502,-18.58865391604106,0.84090942613219255,1.003449460295542,-0.3333333333333333,52.366484517304194
AT5G41970.1,Q9FHY6,Metal-dependent protein hydrolase,0.981182515,0.628584862,373,42299.36974,6.2433084557443195,-9.379928232023856,0.658447103056919,0.6962038577672323,-0.2868632707774799,36.40804289544236
AT5G42070.1,Q8RWR9,"unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: chloroplast thylakoid membrane, chloroplast; EXPRESSED IN: 21 plant structures; EXPRESSED DURING: 13 growth stages; Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink).",0.699061007,0.003234297,164,17681.51924,8.7667981581913,2.551518265471787,0.7429922340923789,0.6298312947372166,-0.6847560975609756,51.920731707317074
AT5G42090.1,Q9FHX6,Lung seven transmembrane receptor family protein,2.228834504,2.63205e-5,439,50225.52454,5.746878529078253,-8.430217462340519,0.6508703375709735,0.7531527731870884,0.30159453302961275,27.10706150341686
AT5G42130.1,Q9FHX2,Mitochondrial substrate carrier family protein,1.024761762,0.831597334,412,44361.19544,9.784122729538947,10.517150451284818,0.7490132758038434,0.6104796542752717,0.04466019417475726,37.53980582524272
AT5G42150.1,Q9FHX0,Glutathione S-transferase family protein,0.938087409,0.106157487,315,35549.68454,9.39877587613252,5.35928819300795,0.7726630690797922,0.6101180448734547,-0.3492063492063492,42.132380952380956
AT5G42190.1,Q9FHW7,E3 ubiquitin ligase SCF complex subunit SKP1/ASK1 family protein,1.250824362,0.009879102,171,19097.32504,4.238344535477026,-15.894350038037404,0.6921141998191561,0.46101084973322964,-0.48362573099415207,44.09473684210526
AT5G42220.1,Q9FH07,Ubiquitin-like superfamily protein,1.293399263,0.056235289,879,92554.27254,4.865504813877976,-33.49641013124649,0.6999638534528092,0.8517359487108979,-0.5014789533560865,55.57792946530148
AT5G42270.1,Q9FH02,FtsH extracellular protease family,1.128965101,0.05543872,704,75231.65904,5.129130118859846,-10.95436991473167,0.7813764501978707,0.7988889240492182,-0.11605113636363637,36.599715909090904
AT5G42480.1,Q9FIG9,Chaperone DnaJ-domain superfamily protein,0.842018528,0.025743713,801,88260.07284,4.5008961504820455,-39.38254115464851,0.7470618356635165,0.7709545588794586,-0.1579275905118602,38.629088639200994
AT5G42570.1,Q93XZ7,B-cell receptor-associated 31-like,1.007773326,0.878327413,218,24564.78144,9.949391619102778,5.014521704957813,0.7760056430505038,0.7099748619709606,-0.13119266055045875,38.582110091743125
AT5G42660.1,Q93Z91,Protein of unknown function (DUF616),0.761071342,0.030505933,463,53061.89624,10.065913059208684,16.00743973193619,0.8506405089757245,0.9034022229573287,-0.4390928725701944,28.824190064794813
AT5G42740.1,P34795,Sugar isomerase (SIS) family protein,1.268960994,2.1089e-4,560,61717.59024,6.634110252671592,-7.082254423755287,0.740065197159113,0.7146167046116145,-0.10714285714285716,31.53392857142857
AT5G42850.1,Q9FMN4,Thioredoxin superfamily protein,0.884278747,0.006332195,134,15206.30694,6.513322727425153,-2.5612423920659637,0.6101157266628255,0.9184788441619898,-0.4902985074626866,46.55298507462687
AT5G42860.1,Q9FMN3,unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: plasma membrane; EXPRESSED IN: 19 plant structures; EXPRESSED DURING: 11 growth stages; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT1G45688.1); Has 1807 Blast hits to 1807 proteins in 277 species: Archae - 0; Bacteria - 0; Metazoa - 736; Fungi - 347; Plants - 385; Viruses - 0; Other Eukaryotes - 339 (source: NCBI BLink).,1.897168625,3.94569e-6,320,35022.55864,10.692283718876194,21.15743859437546,0.6987366850826394,0.6420766176724225,-0.2646875,56.9759375
AT5G42890.1,Q9FMN0,sterol carrier protein 2,0.804950118,0.023442932,123,13567.85654,9.859605891552029,3.954136214607951,0.5421328245012742,0.6576154299339236,-0.33739837398373984,4.7959349593495935
AT5G42950.1,Q9FMM3,GYF domain-containing protein,1.596649438,3.27503e-5,1714,187618.70044,6.719397679278359,-16.195044012487287,0.6643492024857336,0.8288908339317159,-0.8575262543757293,53.38337222870478
AT5G42960.1,Q8H0Y1,"unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: mitochondrion, chloroplast, plastid, chloroplast envelope; EXPRESSED IN: 24 plant structures; EXPRESSED DURING: 13 growth stages; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT1G45170.1); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink).",1.548755465,0.012403385,213,23410.75344,9.647690611872655,6.078161073310294,0.629334990460192,0.7614959455561341,-0.27136150234741785,13.009859154929577
AT5G42980.1,Q42403,thioredoxin 3,1.327622056,4.2941e-4,118,13109.28254,4.799907062646558,-6.868379785909118,0.5394007422057236,0.6560906345069681,0.16271186440677965,25.68728813559322
AT5G43060.1,Q9FMH8,Granulin repeat cysteine protease family protein,0.963524517,0.514077804,463,51203.88904,6.121893421135524,-12.237304780416977,0.718393168394743,0.8867214353857243,-0.4572354211663067,39.36544276457884
AT5G43070.1,Q9FMH6,WPP domain protein 1,1.419862623,2.0712e-4,155,16634.37404,4.1758040174882005,-12.037957269736257,0.6522528677419419,0.6807942052805876,-0.5309677419354839,70.5883870967742
AT5G43100.1,Q9FMH3,Eukaryotic aspartyl protease family protein,2.568629053,8.17833e-7,631,70295.10074,6.927289345811797,-6.522879290799677,0.6400913113885757,0.8145751665938339,-0.2811410459587956,49.22218700475436
AT5G43140.1,A0JQ86,Peroxisomal membrane 22 kDa (Mpv17/PMP22) family protein,0.841720585,0.23187063,254,28914.85604,10.678432417315285,17.395574206352528,0.7301780408524862,0.6049699716907909,0.011023622047244067,50.49645669291339
AT5G43280.1,Q9FHR8,"delta(3,5),delta(2,4)-dienoyl-CoA isomerase 1",0.771117754,0.00447634,278,29920.333740000002,7.877303454889442,-0.4677424093714514,0.7346721055790248,0.5522083640656157,0.03453237410071941,38.28345323741007
AT5G43330.1,P57106,Lactate/malate dehydrogenase family protein,1.436772964,3.3315e-4,332,35675.12124,6.778902950717652,-3.754343413002619,0.7099043014982244,0.606157554693726,0.024999999999999998,31.459939759036146
AT5G43460.1,Q9LSW5,HR-like lesion-inducing protein-related,0.711783399,0.010231875,154,16903.14974,10.65728570717047,9.970711412783878,0.5204250130039776,0.7124467761669196,0.5097402597402597,32.69610389610389
AT5G43600.1,Q8VXY9,ureidoglycolate amidohydrolase,0.652617414,1.03808e-5,476,51486.956940000004,5.359876011166361,-13.834072995719168,0.6674307553217876,0.6940068244540024,-0.04306722689075632,44.13970588235295
AT5G43760.1,Q9FG87,3-ketoacyl-CoA synthase 20,1.150342967,0.396736848,529,59306.55184,9.210428766681002,8.35862123978711,0.6384034870263201,0.7553439002322437,-0.10245746691871459,36.18601134215501
AT5G43780.1,Q9S7D8,Pseudouridine synthase/archaeosine transglycosylase-like family protein,1.394760407,2.07525e-4,469,52125.61144,9.30580239972478,3.799543436428337,0.8051016686716079,0.8959087337215585,-0.31023454157782515,50.70746268656717
AT5G43860.1,Q9M7I7,chlorophyllase 2,1.234705481,0.024541439,318,34904.00754,6.988037769218658,-4.022179633994451,0.7707140259209933,0.5978285713941806,-0.19025157232704404,43.629559748427674
AT5G43970.1,Q9FNC9,translocase of outer membrane 22-V,0.622329461,7.17016e-5,99,10378.06024,10.596108184803906,2.9797483630199437,0.7010118084828685,0.5475959117294071,0.03636363636363635,62.79090909090909
AT5G43980.1,Q8GXV7,plasmodesmata-located protein 1,2.454320028,7.43623e-7,303,32606.78504,8.093327672421276,0.09987848259659837,0.7130743010359469,0.7790282288759383,-0.1877887788778878,37.400990099009896
AT5G44000.1,Q1H5B1,Glutathione S-transferase family protein,1.165714613,0.010623277,399,44610.85884,8.236920046143851,1.0177891991870003,0.6856714011625694,0.6835513528260034,-0.2947368421052632,45.42180451127819
AT5G44130.1,Q9FFH6,FASCICLIN-like arabinogalactan protein 13 precursor,2.984761271,2.79364e-4,247,26205.13794,5.329582487647557,-2.3308693682716655,0.507013188872672,0.5712939340536776,0.015789473684210506,40.05263157894737
AT5G44290.2,Q9FKV9,Protein kinase superfamily protein,2.688784024,1.16303e-6,644,72947.80204,9.093389678413391,8.832833573982139,0.8117048193149408,0.8351832332021978,-0.7130434782608696,54.70931677018634
AT5G44320.1,Q9FKV6,Eukaryotic translation initiation factor 3 subunit 7 (eIF-3),1.564204882,1.34905e-4,588,66223.95524,5.282626014162727,-13.186662737778752,0.7835826576979855,0.7168141085513956,-0.6479591836734694,36.07721088435375
AT5G44340.1,P24636,tubulin beta chain 4,1.629410415,4.75048e-6,444,49823.10994,4.487184272723825,-28.89675951899783,0.7649461916390353,0.7154574949542214,-0.34684684684684686,39.262612612612614
AT5G44650.1,Q9LU01,Encodes a chloroplast protein that induces tolerance to multiple environmental stresses and reduces photooxidative damage.,1.096168428,0.162082353,280,31816.09534,4.689670215076455,-10.65103607901557,0.8911491382985475,0.7331122879342463,-0.5335714285714286,56.02071428571429
AT5G44710.1,Q8GXH5,"CONTAINS InterPro DOMAIN/s: Ribosomal protein S27/S33, mitochondrial (InterPro:IPR013219); Has 101 Blast hits to 101 proteins in 55 species: Archae - 0; Bacteria - 0; Metazoa - 8; Fungi - 59; Plants - 26; Viruses - 0; Other Eukaryotes - 8 (source: NCBI BLink).",1.331452945,0.011754616,102,11529.45824,11.309019851495838,14.99755280256281,0.7729535033435994,0.6864646105992281,-0.9823529411764707,42.75098039215686
AT5G44730.2,O48587,Haloacid dehalogenase-like hydrolase (HAD) superfamily protein,0.478574214,3.38684e-4,255,28809.34224,7.364638386105711,-1.8147953414939235,0.8719811294235655,0.6498964836764847,-0.06941176470588237,44.32549019607843
AT5G44780.1,O48582,unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT4G20020.2); Has 9661 Blast hits to 6233 proteins in 635 species: Archae - 4; Bacteria - 1116; Metazoa - 4251; Fungi - 1510; Plants - 1359; Viruses - 43; Other Eukaryotes - 1378 (source: NCBI BLink).,2.189151535,1.68598e-4,723,79034.42494,8.269674644417508,1.1411009145216129,0.6491323744228308,0.6404305879817717,-0.9910096818810512,45.90428769017981
AT5G44790.1,Q9S7J8,copper-exporting ATPase / responsive-to-antagonist 1 / copper-transporting ATPase (RAN1),1.421695392,0.002853606,1001,107394.92034,4.805998379724058,-30.251819414456584,0.7321934266013289,0.771667380932676,0.23496503496503496,34.05124875124876
AT5G45130.1,P31582,RAB homolog 1,0.976750602,0.691684239,200,21653.60784,5.314533872359693,-2.6304795373047947,0.8328278190426428,0.5492288662101457,-0.083,32.789500000000004
AT5G45160.1,Q9FKE9,Root hair defective 3 GTP-binding protein (RHD3),0.595539995,1.16576e-5,834,93569.53444,6.20409343714066,-12.594420765628263,0.7611748967676544,0.802623622437083,-0.3200239808153478,42.841007194244604
AT5G45420.1,Q9FHJ4,Duplicated homeodomain-like superfamily protein,0.832112204,0.004781081,309,34362.72874,8.873284986324938,1.6638318623358086,0.6490883224715462,0.6884744891803901,-0.6621359223300971,56.513268608414236
AT5G45590.1,Q8LAA7,Ribosomal protein L35,0.987044106,0.888487146,173,20062.54844,12.295152529854562,34.46342062193216,0.6244359672494618,0.721584988661504,-0.7554913294797689,64.28670520231215
AT5G46070.1,Q9FNL5,Guanylate-binding family protein,0.56261606,9.55352e-4,1082,122777.26164,6.589139899706767,-11.258497375993885,0.809478683616839,0.8223090371756179,-0.7630314232902033,52.18475046210722
AT5G46180.1,Q9FNK4,ornithine-delta-aminotransferase,0.709108513,2.26967e-5,475,52177.97824,7.497288090885446,-2.8998881361026942,0.6939176995277682,0.7556912892383791,-0.1825263157894737,45.427368421052634
AT5G46430.1,Q9FHG2,Ribosomal protein L32e,0.891804949,0.207265474,133,15475.16144,11.45146089949923,19.709864159855925,0.6101694509146789,0.7097604396762115,-0.7233082706766918,69.55263157894737
AT5G46580.1,Q9LS25,pentatricopeptide (PPR) repeat-containing protein,1.112204443,0.15542262,711,80879.58734,8.21481720202844,1.2131437940220255,0.8389950650417752,0.6540900786406744,-0.2559774964838256,42.10661040787623
AT5G46700.1,Q8VYM8,Tetraspanin family protein,2.354896632,2.5338e-7,269,30286.92924,8.058021433976148,-0.17383987620093988,0.6624304815490083,0.781062554665763,0.5617100371747211,38.91970260223049
AT5G46800.1,Q93XM7,Mitochondrial substrate carrier family protein,0.535522108,4.23041e-6,300,31022.73964,9.991519105679677,9.060991641440484,0.7004866699071728,0.6351334450071614,0.17333333333333334,31.819000000000003
